instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,datetime,year,month,day,day_of_week,week_of_year,season_label,weather_label,weekday_label,time_of_day,is_rush_hour,temp_category,temp_celsius,atemp_celsius,usage_period
4718,2011-07-20,3,0,7,11,0,3,1,1,0.8,0.7879,0.63,0.0896,26,116,142,2011-07-20 11:00:00,2011,7,20,2,29,Fall,Clear,Wednesday,Morning,0,Hot,24.800000000000004,23.395000000000003,Off-Peak
4719,2011-07-20,3,0,7,12,0,3,1,1,0.82,0.803,0.59,0.0,28,121,149,2011-07-20 12:00:00,2011,7,20,2,29,Fall,Clear,Wednesday,Afternoon,0,Hot,25.619999999999997,24.150000000000006,Off-Peak
4720,2011-07-20,3,0,7,13,0,3,1,1,0.84,0.8182,0.56,0.194,23,97,120,2011-07-20 13:00:00,2011,7,20,2,29,Fall,Clear,Wednesday,Afternoon,0,Hot,26.439999999999998,24.910000000000004,Off-Peak
4721,2011-07-20,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,44,83,127,2011-07-20 14:00:00,2011,7,20,2,29,Fall,Clear,Wednesday,Afternoon,0,Hot,27.259999999999998,25.665,Off-Peak
4722,2011-07-20,3,0,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,36,102,138,2011-07-20 15:00:00,2011,7,20,2,29,Fall,Clear,Wednesday,Afternoon,0,Hot,27.259999999999998,24.910000000000004,Off-Peak
4723,2011-07-20,3,0,7,16,0,3,1,1,0.84,0.8182,0.56,0.0,30,204,234,2011-07-20 16:00:00,2011,7,20,2,29,Fall,Clear,Wednesday,Afternoon,0,Hot,26.439999999999998,24.910000000000004,Off-Peak
4724,2011-07-20,3,0,7,17,0,3,1,1,0.84,0.8333,0.59,0.194,50,405,455,2011-07-20 17:00:00,2011,7,20,2,29,Fall,Clear,Wednesday,Afternoon,1,Hot,26.439999999999998,25.665,Peak
4725,2011-07-20,3,0,7,18,0,3,1,1,0.84,0.8333,0.59,0.2239,68,429,497,2011-07-20 18:00:00,2011,7,20,2,29,Fall,Clear,Wednesday,Evening,1,Hot,26.439999999999998,25.665,Peak
4726,2011-07-20,3,0,7,19,0,3,1,1,0.82,0.8485,0.67,0.1642,59,323,382,2011-07-20 19:00:00,2011,7,20,2,29,Fall,Clear,Wednesday,Evening,0,Hot,25.619999999999997,26.425000000000004,Off-Peak
4727,2011-07-20,3,0,7,20,0,3,1,1,0.8,0.8333,0.75,0.2239,45,264,309,2011-07-20 20:00:00,2011,7,20,2,29,Fall,Clear,Wednesday,Evening,0,Hot,24.800000000000004,25.665,Off-Peak
4728,2011-07-20,3,0,7,21,0,3,1,1,0.8,0.803,0.66,0.1642,33,209,242,2011-07-20 21:00:00,2011,7,20,2,29,Fall,Clear,Wednesday,Evening,0,Hot,24.800000000000004,24.150000000000006,Off-Peak
4729,2011-07-20,3,0,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,25,144,169,2011-07-20 22:00:00,2011,7,20,2,29,Fall,Clear,Wednesday,Evening,0,Hot,23.98,22.635000000000005,Off-Peak
4730,2011-07-20,3,0,7,23,0,3,1,1,0.76,0.7424,0.75,0.2537,26,73,99,2011-07-20 23:00:00,2011,7,20,2,29,Fall,Clear,Wednesday,Evening,0,Hot,23.16,21.119999999999997,Off-Peak
4731,2011-07-21,3,0,7,0,0,4,1,2,0.76,0.7424,0.75,0.194,13,29,42,2011-07-21 00:00:00,2011,7,21,3,29,Fall,Mist,Thursday,Night,0,Hot,23.16,21.119999999999997,Off-Peak
4732,2011-07-21,3,0,7,1,0,4,1,2,0.74,0.7273,0.84,0.2239,5,16,21,2011-07-21 01:00:00,2011,7,21,3,29,Fall,Mist,Thursday,Night,0,Hot,22.34,20.364999999999995,Off-Peak
4733,2011-07-21,3,0,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,2,4,6,2011-07-21 02:00:00,2011,7,21,3,29,Fall,Mist,Thursday,Night,0,Hot,22.34,20.364999999999995,Off-Peak
4734,2011-07-21,3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,1,5,6,2011-07-21 03:00:00,2011,7,21,3,29,Fall,Mist,Thursday,Night,0,Hot,22.34,19.604999999999997,Off-Peak
4735,2011-07-21,3,0,7,4,0,4,1,2,0.72,0.7121,0.84,0.1045,0,4,4,2011-07-21 04:00:00,2011,7,21,3,29,Fall,Mist,Thursday,Night,0,Hot,21.52,19.604999999999997,Off-Peak
4736,2011-07-21,3,0,7,5,0,4,1,2,0.72,0.7121,0.84,0.1045,2,16,18,2011-07-21 05:00:00,2011,7,21,3,29,Fall,Mist,Thursday,Night,0,Hot,21.52,19.604999999999997,Off-Peak
4737,2011-07-21,3,0,7,6,0,4,1,2,0.72,0.7121,0.84,0.1045,6,111,117,2011-07-21 06:00:00,2011,7,21,3,29,Fall,Mist,Thursday,Morning,0,Hot,21.52,19.604999999999997,Off-Peak
4738,2011-07-21,3,0,7,7,0,4,1,2,0.74,0.7273,0.84,0.1343,23,251,274,2011-07-21 07:00:00,2011,7,21,3,29,Fall,Mist,Thursday,Morning,1,Hot,22.34,20.364999999999995,Peak
4739,2011-07-21,3,0,7,8,0,4,1,2,0.76,0.7576,0.79,0.1642,23,358,381,2011-07-21 08:00:00,2011,7,21,3,29,Fall,Mist,Thursday,Morning,1,Hot,23.16,21.880000000000003,Peak
4740,2011-07-21,3,0,7,9,0,4,1,2,0.8,0.8182,0.75,0.2537,34,166,200,2011-07-21 09:00:00,2011,7,21,3,29,Fall,Mist,Thursday,Morning,0,Hot,24.800000000000004,24.910000000000004,Off-Peak
4741,2011-07-21,3,0,7,10,0,4,1,2,0.82,0.8636,0.71,0.2239,31,47,78,2011-07-21 10:00:00,2011,7,21,3,29,Fall,Mist,Thursday,Morning,0,Hot,25.619999999999997,27.18,Off-Peak
4742,2011-07-21,3,0,7,11,0,4,1,2,0.86,0.8939,0.63,0.2985,27,79,106,2011-07-21 11:00:00,2011,7,21,3,29,Fall,Mist,Thursday,Morning,0,Hot,27.259999999999998,28.695,Off-Peak
4743,2011-07-21,3,0,7,12,0,4,1,1,0.88,0.8939,0.56,0.3284,29,106,135,2011-07-21 12:00:00,2011,7,21,3,29,Fall,Clear,Thursday,Afternoon,0,Hot,28.08,28.695,Off-Peak
4744,2011-07-21,3,0,7,13,0,4,1,1,0.88,0.8939,0.56,0.2985,21,81,102,2011-07-21 13:00:00,2011,7,21,3,29,Fall,Clear,Thursday,Afternoon,0,Hot,28.08,28.695,Off-Peak
4745,2011-07-21,3,0,7,14,0,4,1,1,0.9,0.8939,0.5,0.3582,50,97,147,2011-07-21 14:00:00,2011,7,21,3,29,Fall,Clear,Thursday,Afternoon,0,Hot,28.9,28.695,Off-Peak
4746,2011-07-21,3,0,7,15,0,4,1,1,0.9,0.9242,0.53,0.2537,40,93,133,2011-07-21 15:00:00,2011,7,21,3,29,Fall,Clear,Thursday,Afternoon,0,Hot,28.9,30.21,Off-Peak
4747,2011-07-21,3,0,7,16,0,4,1,1,0.92,0.9242,0.48,0.2836,43,167,210,2011-07-21 16:00:00,2011,7,21,3,29,Fall,Clear,Thursday,Afternoon,0,Hot,29.72,30.21,Off-Peak
4748,2011-07-21,3,0,7,17,0,4,1,1,0.92,0.9091,0.45,0.2985,40,374,414,2011-07-21 17:00:00,2011,7,21,3,29,Fall,Clear,Thursday,Afternoon,1,Hot,29.72,29.455,Peak
4749,2011-07-21,3,0,7,18,0,4,1,1,0.9,0.8939,0.5,0.2836,39,343,382,2011-07-21 18:00:00,2011,7,21,3,29,Fall,Clear,Thursday,Evening,1,Hot,28.9,28.695,Peak
4750,2011-07-21,3,0,7,19,0,4,1,1,0.86,0.9242,0.67,0.2836,51,233,284,2011-07-21 19:00:00,2011,7,21,3,29,Fall,Clear,Thursday,Evening,0,Hot,27.259999999999998,30.21,Off-Peak
4751,2011-07-21,3,0,7,20,0,4,1,1,0.84,0.8939,0.71,0.2239,38,199,237,2011-07-21 20:00:00,2011,7,21,3,29,Fall,Clear,Thursday,Evening,0,Hot,26.439999999999998,28.695,Off-Peak
4752,2011-07-21,3,0,7,21,0,4,1,1,0.82,0.8939,0.75,0.2239,38,187,225,2011-07-21 21:00:00,2011,7,21,3,29,Fall,Clear,Thursday,Evening,0,Hot,25.619999999999997,28.695,Off-Peak
4753,2011-07-21,3,0,7,22,0,4,1,1,0.82,0.8636,0.71,0.1642,36,113,149,2011-07-21 22:00:00,2011,7,21,3,29,Fall,Clear,Thursday,Evening,0,Hot,25.619999999999997,27.18,Off-Peak
4754,2011-07-21,3,0,7,23,0,4,1,1,0.8,0.8182,0.71,0.1642,40,73,113,2011-07-21 23:00:00,2011,7,21,3,29,Fall,Clear,Thursday,Evening,0,Hot,24.800000000000004,24.910000000000004,Off-Peak
4755,2011-07-22,3,0,7,0,0,5,1,1,0.82,0.8333,0.63,0.1343,9,51,60,2011-07-22 00:00:00,2011,7,22,4,29,Fall,Clear,Friday,Night,0,Hot,25.619999999999997,25.665,Off-Peak
4756,2011-07-22,3,0,7,1,0,5,1,1,0.8,0.7879,0.63,0.0,7,17,24,2011-07-22 01:00:00,2011,7,22,4,29,Fall,Clear,Friday,Night,0,Hot,24.800000000000004,23.395000000000003,Off-Peak
4757,2011-07-22,3,0,7,2,0,5,1,1,0.78,0.803,0.79,0.1343,0,14,14,2011-07-22 02:00:00,2011,7,22,4,29,Fall,Clear,Friday,Night,0,Hot,23.98,24.150000000000006,Off-Peak
4758,2011-07-22,3,0,7,3,0,5,1,1,0.78,0.7879,0.75,0.1045,1,6,7,2011-07-22 03:00:00,2011,7,22,4,29,Fall,Clear,Friday,Night,0,Hot,23.98,23.395000000000003,Off-Peak
4759,2011-07-22,3,0,7,4,0,5,1,1,0.76,0.7424,0.75,0.1045,8,5,13,2011-07-22 04:00:00,2011,7,22,4,29,Fall,Clear,Friday,Night,0,Hot,23.16,21.119999999999997,Off-Peak
4760,2011-07-22,3,0,7,5,0,5,1,1,0.74,0.7121,0.79,0.1045,2,17,19,2011-07-22 05:00:00,2011,7,22,4,29,Fall,Clear,Friday,Night,0,Hot,22.34,19.604999999999997,Off-Peak
4761,2011-07-22,3,0,7,6,0,5,1,1,0.76,0.7424,0.75,0.0896,13,83,96,2011-07-22 06:00:00,2011,7,22,4,29,Fall,Clear,Friday,Morning,0,Hot,23.16,21.119999999999997,Off-Peak
4762,2011-07-22,3,0,7,7,0,5,1,2,0.8,0.803,0.66,0.1045,20,232,252,2011-07-22 07:00:00,2011,7,22,4,29,Fall,Mist,Friday,Morning,1,Hot,24.800000000000004,24.150000000000006,Peak
4763,2011-07-22,3,0,7,8,0,5,1,2,0.84,0.8485,0.63,0.1642,30,292,322,2011-07-22 08:00:00,2011,7,22,4,29,Fall,Mist,Friday,Morning,1,Hot,26.439999999999998,26.425000000000004,Peak
4764,2011-07-22,3,0,7,9,0,5,1,1,0.86,0.8939,0.63,0.0896,31,177,208,2011-07-22 09:00:00,2011,7,22,4,29,Fall,Clear,Friday,Morning,0,Hot,27.259999999999998,28.695,Off-Peak
4765,2011-07-22,3,0,7,10,0,5,1,1,0.9,0.9242,0.53,0.0896,32,83,115,2011-07-22 10:00:00,2011,7,22,4,29,Fall,Clear,Friday,Morning,0,Hot,28.9,30.21,Off-Peak
4766,2011-07-22,3,0,7,11,0,5,1,1,0.9,0.8939,0.5,0.1045,23,86,109,2011-07-22 11:00:00,2011,7,22,4,29,Fall,Clear,Friday,Morning,0,Hot,28.9,28.695,Off-Peak
4767,2011-07-22,3,0,7,12,0,5,1,1,0.94,0.9545,0.48,0.1642,20,95,115,2011-07-22 12:00:00,2011,7,22,4,29,Fall,Clear,Friday,Afternoon,0,Hot,30.54,31.725,Off-Peak
4768,2011-07-22,3,0,7,13,0,5,1,1,0.94,0.9848,0.51,0.1642,25,98,123,2011-07-22 13:00:00,2011,7,22,4,29,Fall,Clear,Friday,Afternoon,0,Hot,30.54,33.24,Off-Peak
4769,2011-07-22,3,0,7,14,0,5,1,1,0.96,1.0,0.48,0.2985,24,77,101,2011-07-22 14:00:00,2011,7,22,4,29,Fall,Clear,Friday,Afternoon,0,Hot,31.36,34.0,Off-Peak
4770,2011-07-22,3,0,7,15,0,5,1,1,0.94,0.9848,0.51,0.2985,32,101,133,2011-07-22 15:00:00,2011,7,22,4,29,Fall,Clear,Friday,Afternoon,0,Hot,30.54,33.24,Off-Peak
4771,2011-07-22,3,0,7,16,0,5,1,3,0.9,0.8333,0.39,0.2985,29,153,182,2011-07-22 16:00:00,2011,7,22,4,29,Fall,Light Snow/Rain,Friday,Afternoon,0,Hot,28.9,25.665,Off-Peak
4772,2011-07-22,3,0,7,17,0,5,1,1,0.88,0.8485,0.47,0.1045,35,271,306,2011-07-22 17:00:00,2011,7,22,4,29,Fall,Clear,Friday,Afternoon,1,Hot,28.08,26.425000000000004,Peak
4773,2011-07-22,3,0,7,18,0,5,1,1,0.9,0.8182,0.37,0.1642,34,250,284,2011-07-22 18:00:00,2011,7,22,4,29,Fall,Clear,Friday,Evening,1,Hot,28.9,24.910000000000004,Peak
4774,2011-07-22,3,0,7,19,0,5,1,2,0.86,0.7879,0.41,0.1045,40,210,250,2011-07-22 19:00:00,2011,7,22,4,29,Fall,Mist,Friday,Evening,0,Hot,27.259999999999998,23.395000000000003,Off-Peak
4775,2011-07-22,3,0,7,20,0,5,1,1,0.84,0.8182,0.56,0.0,46,166,212,2011-07-22 20:00:00,2011,7,22,4,29,Fall,Clear,Friday,Evening,0,Hot,26.439999999999998,24.910000000000004,Off-Peak
4776,2011-07-22,3,0,7,21,0,5,1,1,0.82,0.803,0.59,0.0896,38,152,190,2011-07-22 21:00:00,2011,7,22,4,29,Fall,Clear,Friday,Evening,0,Hot,25.619999999999997,24.150000000000006,Off-Peak
4777,2011-07-22,3,0,7,22,0,5,1,2,0.84,0.7879,0.49,0.0896,44,105,149,2011-07-22 22:00:00,2011,7,22,4,29,Fall,Mist,Friday,Evening,0,Hot,26.439999999999998,23.395000000000003,Off-Peak
4778,2011-07-22,3,0,7,23,0,5,1,1,0.8,0.7879,0.63,0.194,19,84,103,2011-07-22 23:00:00,2011,7,22,4,29,Fall,Clear,Friday,Evening,0,Hot,24.800000000000004,23.395000000000003,Off-Peak
4779,2011-07-23,3,0,7,0,0,6,0,1,0.82,0.7879,0.56,0.0,16,85,101,2011-07-23 00:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Night,0,Hot,25.619999999999997,23.395000000000003,Off-Peak
4780,2011-07-23,3,0,7,1,0,6,0,1,0.82,0.7727,0.52,0.1045,13,57,70,2011-07-23 01:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Night,0,Hot,25.619999999999997,22.635000000000005,Off-Peak
4781,2011-07-23,3,0,7,2,0,6,0,1,0.82,0.7727,0.52,0.0,13,48,61,2011-07-23 02:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Night,0,Hot,25.619999999999997,22.635000000000005,Off-Peak
4782,2011-07-23,3,0,7,3,0,6,0,1,0.78,0.7576,0.66,0.0896,6,16,22,2011-07-23 03:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Night,0,Hot,23.98,21.880000000000003,Off-Peak
4783,2011-07-23,3,0,7,4,0,6,0,1,0.76,0.7273,0.66,0.1045,5,4,9,2011-07-23 04:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Night,0,Hot,23.16,20.364999999999995,Off-Peak
4784,2011-07-23,3,0,7,5,0,6,0,1,0.76,0.7121,0.62,0.1343,1,6,7,2011-07-23 05:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Night,0,Hot,23.16,19.604999999999997,Off-Peak
4785,2011-07-23,3,0,7,6,0,6,0,1,0.8,0.7424,0.52,0.1343,6,19,25,2011-07-23 06:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Morning,0,Hot,24.800000000000004,21.119999999999997,Off-Peak
4786,2011-07-23,3,0,7,7,0,6,0,1,0.8,0.7424,0.52,0.1045,7,38,45,2011-07-23 07:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Morning,1,Hot,24.800000000000004,21.119999999999997,Peak
4787,2011-07-23,3,0,7,8,0,6,0,1,0.84,0.7879,0.49,0.2537,24,85,109,2011-07-23 08:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Morning,1,Hot,26.439999999999998,23.395000000000003,Peak
4788,2011-07-23,3,0,7,9,0,6,0,1,0.84,0.7879,0.49,0.1642,30,102,132,2011-07-23 09:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Morning,0,Hot,26.439999999999998,23.395000000000003,Off-Peak
4789,2011-07-23,3,0,7,10,0,6,0,1,0.86,0.7879,0.41,0.2239,61,137,198,2011-07-23 10:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Morning,0,Hot,27.259999999999998,23.395000000000003,Off-Peak
4790,2011-07-23,3,0,7,11,0,6,0,1,0.9,0.8182,0.37,0.194,62,154,216,2011-07-23 11:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Morning,0,Hot,28.9,24.910000000000004,Off-Peak
4791,2011-07-23,3,0,7,12,0,6,0,1,0.92,0.8636,0.37,0.1045,71,164,235,2011-07-23 12:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Afternoon,0,Hot,29.72,27.18,Off-Peak
4792,2011-07-23,3,0,7,13,0,6,0,1,0.94,0.8788,0.38,0.1642,78,167,245,2011-07-23 13:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Afternoon,0,Hot,30.54,27.939999999999998,Off-Peak
4793,2011-07-23,3,0,7,14,0,6,0,1,0.92,0.8939,0.42,0.0,84,152,236,2011-07-23 14:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Afternoon,0,Hot,29.72,28.695,Off-Peak
4794,2011-07-23,3,0,7,15,0,6,0,1,0.94,0.8788,0.38,0.0,78,137,215,2011-07-23 15:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Afternoon,0,Hot,30.54,27.939999999999998,Off-Peak
4795,2011-07-23,3,0,7,16,0,6,0,1,0.94,0.8788,0.38,0.1343,70,151,221,2011-07-23 16:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Afternoon,0,Hot,30.54,27.939999999999998,Off-Peak
4796,2011-07-23,3,0,7,17,0,6,0,1,0.94,0.8788,0.38,0.1343,70,127,197,2011-07-23 17:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Afternoon,1,Hot,30.54,27.939999999999998,Peak
4797,2011-07-23,3,0,7,18,0,6,0,1,0.92,0.8788,0.4,0.2239,62,134,196,2011-07-23 18:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Evening,1,Hot,29.72,27.939999999999998,Peak
4798,2011-07-23,3,0,7,19,0,6,0,2,0.82,0.803,0.59,0.1343,80,137,217,2011-07-23 19:00:00,2011,7,23,5,29,Fall,Mist,Saturday,Evening,0,Hot,25.619999999999997,24.150000000000006,Off-Peak
4799,2011-07-23,3,0,7,20,0,6,0,1,0.82,0.803,0.59,0.2239,47,98,145,2011-07-23 20:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Evening,0,Hot,25.619999999999997,24.150000000000006,Off-Peak
4800,2011-07-23,3,0,7,21,0,6,0,1,0.82,0.803,0.59,0.2239,39,115,154,2011-07-23 21:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Evening,0,Hot,25.619999999999997,24.150000000000006,Off-Peak
4801,2011-07-23,3,0,7,22,0,6,0,1,0.8,0.7727,0.59,0.194,37,88,125,2011-07-23 22:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Evening,0,Hot,24.800000000000004,22.635000000000005,Off-Peak
4802,2011-07-23,3,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,27,77,104,2011-07-23 23:00:00,2011,7,23,5,29,Fall,Clear,Saturday,Evening,0,Hot,24.800000000000004,22.635000000000005,Off-Peak
4803,2011-07-24,3,0,7,0,0,0,0,1,0.8,0.7727,0.59,0.1045,42,77,119,2011-07-24 00:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Night,0,Hot,24.800000000000004,22.635000000000005,Off-Peak
4804,2011-07-24,3,0,7,1,0,0,0,1,0.78,0.7576,0.66,0.1045,33,63,96,2011-07-24 01:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Night,0,Hot,23.98,21.880000000000003,Off-Peak
4805,2011-07-24,3,0,7,2,0,0,0,1,0.8,0.7879,0.63,0.0896,12,48,60,2011-07-24 02:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Night,0,Hot,24.800000000000004,23.395000000000003,Off-Peak
4806,2011-07-24,3,0,7,3,0,0,0,1,0.8,0.7879,0.63,0.0896,17,20,37,2011-07-24 03:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Night,0,Hot,24.800000000000004,23.395000000000003,Off-Peak
4807,2011-07-24,3,0,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,1,5,6,2011-07-24 04:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Night,0,Hot,23.98,21.880000000000003,Off-Peak
4808,2011-07-24,3,0,7,5,0,0,0,1,0.78,0.7576,0.66,0.0896,5,3,8,2011-07-24 05:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Night,0,Hot,23.98,21.880000000000003,Off-Peak
4809,2011-07-24,3,0,7,6,0,0,0,2,0.8,0.7879,0.63,0.0896,9,13,22,2011-07-24 06:00:00,2011,7,24,6,29,Fall,Mist,Sunday,Morning,0,Hot,24.800000000000004,23.395000000000003,Off-Peak
4810,2011-07-24,3,0,7,7,0,0,0,1,0.8,0.7727,0.59,0.1343,6,29,35,2011-07-24 07:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Morning,1,Hot,24.800000000000004,22.635000000000005,Peak
4811,2011-07-24,3,0,7,8,0,0,0,1,0.82,0.7879,0.56,0.2836,22,82,104,2011-07-24 08:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Morning,1,Hot,25.619999999999997,23.395000000000003,Peak
4812,2011-07-24,3,0,7,9,0,0,0,1,0.82,0.7879,0.56,0.3881,42,112,154,2011-07-24 09:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Morning,0,Hot,25.619999999999997,23.395000000000003,Off-Peak
4813,2011-07-24,3,0,7,10,0,0,0,1,0.86,0.8182,0.5,0.3284,61,165,226,2011-07-24 10:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Morning,0,Hot,27.259999999999998,24.910000000000004,Off-Peak
4814,2011-07-24,3,0,7,11,0,0,0,1,0.84,0.803,0.53,0.2537,74,169,243,2011-07-24 11:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Morning,0,Hot,26.439999999999998,24.150000000000006,Off-Peak
4815,2011-07-24,3,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,85,161,246,2011-07-24 12:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Afternoon,0,Hot,28.9,27.18,Off-Peak
4816,2011-07-24,3,0,7,13,0,0,0,1,0.86,0.803,0.47,0.2239,90,162,252,2011-07-24 13:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Afternoon,0,Hot,27.259999999999998,24.150000000000006,Off-Peak
4817,2011-07-24,3,0,7,14,0,0,0,1,0.86,0.8182,0.5,0.2836,79,204,283,2011-07-24 14:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Afternoon,0,Hot,27.259999999999998,24.910000000000004,Off-Peak
4818,2011-07-24,3,0,7,15,0,0,0,1,0.9,0.8485,0.42,0.2537,68,170,238,2011-07-24 15:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Afternoon,0,Hot,28.9,26.425000000000004,Off-Peak
4819,2011-07-24,3,0,7,16,0,0,0,1,0.9,0.8485,0.42,0.2537,62,187,249,2011-07-24 16:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Afternoon,0,Hot,28.9,26.425000000000004,Off-Peak
4820,2011-07-24,3,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,75,174,249,2011-07-24 17:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Afternoon,1,Hot,28.9,25.665,Peak
4821,2011-07-24,3,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,67,176,243,2011-07-24 18:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Evening,1,Hot,28.08,24.910000000000004,Peak
4822,2011-07-24,3,0,7,19,0,0,0,1,0.86,0.803,0.47,0.1642,70,170,240,2011-07-24 19:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Evening,0,Hot,27.259999999999998,24.150000000000006,Off-Peak
4823,2011-07-24,3,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,52,143,195,2011-07-24 20:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Evening,0,Hot,26.439999999999998,23.395000000000003,Off-Peak
4824,2011-07-24,3,0,7,21,0,0,0,1,0.8,0.7879,0.63,0.1343,42,111,153,2011-07-24 21:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Evening,0,Hot,24.800000000000004,23.395000000000003,Off-Peak
4825,2011-07-24,3,0,7,22,0,0,0,1,0.78,0.7576,0.66,0.0,23,75,98,2011-07-24 22:00:00,2011,7,24,6,29,Fall,Clear,Sunday,Evening,0,Hot,23.98,21.880000000000003,Off-Peak
4826,2011-07-24,3,0,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,13,37,50,2011-07-24 23:00:00,2011,7,24,6,29,Fall,Mist,Sunday,Evening,0,Hot,23.16,20.364999999999995,Off-Peak
4827,2011-07-25,3,0,7,0,0,1,1,2,0.76,0.7273,0.7,0.0,17,17,34,2011-07-25 00:00:00,2011,7,25,0,30,Fall,Mist,Monday,Night,0,Hot,23.16,20.364999999999995,Off-Peak
4828,2011-07-25,3,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,4,8,12,2011-07-25 01:00:00,2011,7,25,0,30,Fall,Mist,Monday,Night,0,Hot,23.16,21.119999999999997,Off-Peak
4829,2011-07-25,3,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,3,3,6,2011-07-25 02:00:00,2011,7,25,0,30,Fall,Mist,Monday,Night,0,Hot,22.34,19.604999999999997,Off-Peak
4830,2011-07-25,3,0,7,3,0,1,1,1,0.74,0.7121,0.79,0.0,2,2,4,2011-07-25 03:00:00,2011,7,25,0,30,Fall,Clear,Monday,Night,0,Hot,22.34,19.604999999999997,Off-Peak
4831,2011-07-25,3,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,0,6,6,2011-07-25 04:00:00,2011,7,25,0,30,Fall,Clear,Monday,Night,0,Hot,21.52,19.604999999999997,Off-Peak
4832,2011-07-25,3,0,7,5,0,1,1,1,0.72,0.7121,0.84,0.0896,2,22,24,2011-07-25 05:00:00,2011,7,25,0,30,Fall,Clear,Monday,Night,0,Hot,21.52,19.604999999999997,Off-Peak
4833,2011-07-25,3,0,7,6,0,1,1,2,0.72,0.7121,0.84,0.0896,7,100,107,2011-07-25 06:00:00,2011,7,25,0,30,Fall,Mist,Monday,Morning,0,Hot,21.52,19.604999999999997,Off-Peak
4834,2011-07-25,3,0,7,7,0,1,1,2,0.74,0.7121,0.79,0.0,20,257,277,2011-07-25 07:00:00,2011,7,25,0,30,Fall,Mist,Monday,Morning,1,Hot,22.34,19.604999999999997,Peak
4835,2011-07-25,3,0,7,8,0,1,1,2,0.76,0.7424,0.75,0.0,34,353,387,2011-07-25 08:00:00,2011,7,25,0,30,Fall,Mist,Monday,Morning,1,Hot,23.16,21.119999999999997,Peak
4836,2011-07-25,3,0,7,9,0,1,1,1,0.8,0.803,0.66,0.0,11,124,135,2011-07-25 09:00:00,2011,7,25,0,30,Fall,Clear,Monday,Morning,0,Hot,24.800000000000004,24.150000000000006,Off-Peak
